3.500000000000000000e+03 1.786265999999999963e+02
3.500099999999999909e+03 1.789112999999999829e+02
3.500199999999999818e+03 1.793987999999999943e+02
3.500300000000000182e+03 1.795150000000000148e+02
3.500400000000000091e+03 1.793483000000000231e+02
3.500500000000000000e+03 1.793636999999999944e+02
3.500599999999999909e+03 1.796126999999999896e+02
3.500699999999999818e+03 1.800629999999999882e+02
3.500800000000000182e+03 1.803958000000000084e+02
3.500900000000000091e+03 1.804417000000000257e+02
3.501000000000000000e+03 1.802190000000000225e+02
3.501099999999999909e+03 1.795080000000000098e+02
3.501199999999999818e+03 1.788662999999999954e+02
3.501300000000000182e+03 1.786292000000000257e+02
3.501400000000000091e+03 1.785794000000000210e+02
3.501500000000000000e+03 1.785495000000000232e+02
3.501599999999999909e+03 1.784635000000000105e+02
3.501699999999999818e+03 1.784561000000000206e+02
3.501800000000000182e+03 1.784930000000000234e+02
3.501900000000000091e+03 1.784922000000000253e+02
3.502000000000000000e+03 1.785083000000000197e+02
3.502099999999999909e+03 1.785433000000000163e+02
3.502199999999999818e+03 1.785719000000000278e+02
3.502300000000000182e+03 1.785546999999999969e+02
3.502400000000000091e+03 1.785587000000000160e+02
3.502500000000000000e+03 1.785745000000000005e+02
3.502599999999999909e+03 1.786708999999999889e+02
3.502699999999999818e+03 1.787787999999999897e+02
3.502800000000000182e+03 1.787157000000000266e+02
3.502900000000000091e+03 1.786308000000000220e+02
3.503000000000000000e+03 1.786099000000000103e+02
3.503099999999999909e+03 1.786528000000000134e+02
3.503199999999999818e+03 1.789702000000000055e+02
3.503300000000000182e+03 1.794306000000000267e+02
3.503400000000000091e+03 1.794874000000000080e+02
3.503500000000000000e+03 1.792038000000000011e+02
3.503599999999999909e+03 1.792761000000000138e+02
3.503699999999999818e+03 1.797924000000000149e+02
3.503800000000000182e+03 1.799709000000000287e+02
3.503900000000000091e+03 1.795630000000000166e+02
3.504000000000000000e+03 1.791694000000000244e+02
3.504099999999999909e+03 1.789751000000000261e+02
3.504199999999999818e+03 1.788020000000000209e+02
3.504300000000000182e+03 1.786017000000000223e+02
3.504400000000000091e+03 1.785476000000000170e+02
3.504500000000000000e+03 1.787042000000000144e+02
3.504599999999999909e+03 1.789591000000000065e+02
3.504699999999999818e+03 1.790349000000000217e+02
3.504800000000000182e+03 1.789120000000000061e+02
3.504900000000000091e+03 1.788760000000000048e+02
3.505000000000000000e+03 1.790181000000000040e+02
3.505099999999999909e+03 1.793670999999999935e+02
3.505199999999999818e+03 1.798733000000000004e+02
3.505300000000000182e+03 1.801692000000000178e+02
3.505400000000000091e+03 1.801214000000000226e+02
3.505500000000000000e+03 1.799480000000000075e+02
3.505599999999999909e+03 1.796486999999999910e+02
3.505699999999999818e+03 1.795108999999999924e+02
3.505800000000000182e+03 1.795760000000000218e+02
3.505900000000000091e+03 1.793831000000000131e+02
3.506000000000000000e+03 1.791490000000000009e+02
3.506099999999999909e+03 1.791924000000000206e+02
3.506199999999999818e+03 1.793515999999999906e+02
3.506300000000000182e+03 1.793986000000000161e+02
3.506400000000000091e+03 1.792366000000000099e+02
3.506500000000000000e+03 1.792280000000000086e+02
3.506599999999999909e+03 1.796738000000000000e+02
3.506699999999999818e+03 1.800972000000000151e+02
3.506800000000000182e+03 1.798721000000000458e+02
3.506900000000000091e+03 1.793799000000000206e+02
3.507000000000000000e+03 1.791302000000000305e+02
3.507099999999999909e+03 1.790503000000000213e+02
3.507199999999999818e+03 1.789834000000000174e+02
3.507300000000000182e+03 1.788679000000000201e+02
3.507400000000000091e+03 1.788273000000000081e+02
3.507500000000000000e+03 1.789132999999999925e+02
3.507599999999999909e+03 1.790606999999999971e+02
3.507699999999999818e+03 1.791450999999999851e+02
3.507800000000000182e+03 1.790355000000000132e+02
3.507900000000000091e+03 1.789176000000000215e+02
3.508000000000000000e+03 1.790230999999999995e+02
3.508099999999999909e+03 1.791050999999999931e+02
